meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,swim_time_as_time,alt_adjust_flag,converted_time_flag,elig_period_code,standard_name,RANK,full_desc_intl,fina_points,meet_city,country_code,time_is_for_ineligible_secondary_team_yn
"Spanish Open National Championships ","16:23.33","3/21/2016","1500 Freestyle LCM Female","ESP","Spain","Perez Blanco, Jimena","F","8/22/1997","60","1/1/1900 12:16:23 AM","","","","n/a","11","1500 Metres Freestyle Female LC","880","Sabadell","ESP","N"
"2016 MR Senior Mets Winter Championships","16:23.58","2/21/2016","1500 Freestyle LCM Female","USA","United States","Vrooman, Lindsay","F","10/12/1991","60","1/1/1900 12:16:23 AM","","","","n/a","12","1500 Metres Freestyle Female LC","879","East Meadow","","N"
"LEN: European Championships","16:25.83","5/21/2016","1500 Freestyle LCM Female","LIE","Liechtenstein","Hassler, Julia","F","2/27/1993","60","1/1/1900 12:16:25 AM","","","","n/a","13","1500 Metres Freestyle Female LC","873","London","GBR","N"
"LEN: European Championships","16:26.08","5/21/2016","1500 Freestyle LCM Female","SLO","Slovenia","Natlacen, Gaja","F","6/12/1997","60","1/1/1900 12:16:26 AM","","","","n/a","14","1500 Metres Freestyle Female LC","873","London","GBR","N"
"2016 Australian Champs","16:27.26","4/10/2016","1500 Freestyle LCM Female","AUS","Australia","Lee, Kareena","F","1/1/1993","60","1/1/1900 12:16:27 AM","","","","n/a","15","1500 Metres Freestyle Female LC","870","Adelaide","AUS","N"
"National Spring Championships","16:27.33","4/23/2016","1500 Freestyle LCM Female","ITA","Italy","Bruni, Rachele","F","11/4/1990","60","1/1/1900 12:16:27 AM","","","","n/a","16","1500 Metres Freestyle Female LC","869","Riccione","ITA","N"
"National Spring Championships","16:29.46","4/23/2016","1500 Freestyle LCM Female","ITA","Italy","Gabbrielleschi, Giulia","F","7/24/1996","60","1/1/1900 12:16:29 AM","","","","n/a","17","1500 Metres Freestyle Female LC","864","Riccione","ITA","N"
"Championnats de France Elite","16:31.17","3/31/2016","1500 Freestyle LCM Female","NED","Netherlands","Van Rouwendaal, Sharon","F","9/9/1993","60","1/1/1900 12:16:31 AM","","","","n/a","18","1500 Metres Freestyle Female LC","859","Montpellier","FRA","N"
"National Spring Championships","16:31.40","4/23/2016","1500 Freestyle LCM Female","ITA","Italy","Schiazzano, Sveva","F","10/8/1999","60","1/1/1900 12:16:31 AM","","","","n/a","19","1500 Metres Freestyle Female LC","859","Riccione","ITA","N"
"2016 Charlotte PSS","16:32.21","5/12/2016","1500 Freestyle LCM Female","USA","United States","Ryan, G","F","10/1/1995","60","1/1/1900 12:16:32 AM","","","","n/a","20","1500 Metres Freestyle Female LC","857","Charlotte","USA","N"
"Championnats de France Elite","16:34.15","3/31/2016","1500 Freestyle LCM Female","BEL","Belgium","Bonnet, Eva","F","1/26/2000","60","1/1/1900 12:16:34 AM","","","","n/a","21","1500 Metres Freestyle Female LC","852","Montpellier","FRA","N"
"2016 CA MVN Fran Crippen Swim Meet of Champions","16:34.38","5/1/2016","1500 Freestyle LCM Female","USA","United States","Sullivan, Erica","F","8/9/2000","60","1/1/1900 12:16:34 AM","","","","n/a","22","1500 Metres Freestyle Female LC","851","Mission Viejo","","N"
"Championnats de France Elite","16:36.94","3/31/2016","1500 Freestyle LCM Female","FRA","France","Berthier, Julie","F","3/14/1994","60","1/1/1900 12:16:36 AM","","","","n/a","23","1500 Metres Freestyle Female LC","845","Montpellier","FRA","N"
"XLIII Campeonato Sudamericano","16:37.85","4/1/2016","1500 Freestyle LCM Female","ARG","Argentina","Biagioli, Cecilia","F","1/3/1985","60","1/1/1900 12:16:37 AM","","","","n/a","24","1500 Metres Freestyle Female LC","842","Asuncion","PAR","N"
"Championnats de France Elite","16:38.09","3/31/2016","1500 Freestyle LCM Female","FRA","France","Codevelle, Coralie","F","9/19/1992","60","1/1/1900 12:16:38 AM","","","","n/a","25","1500 Metres Freestyle Female LC","842","Montpellier","FRA","N"
"2016 Charlotte PSS","16:38.59","5/12/2016","1500 Freestyle LCM Female","CAN","Canada","Anderson, Olivia","F","5/30/1999","60","1/1/1900 12:16:38 AM","","","","n/a","26","1500 Metres Freestyle Female LC","840","Charlotte","USA","N"
"2016 Charlotte PSS","16:38.61","5/12/2016","1500 Freestyle LCM Female","USA","United States","Brunemann, Emily","F","9/19/1986","60","1/1/1900 12:16:38 AM","","","","n/a","27","1500 Metres Freestyle Female LC","840","Charlotte","USA","N"
"National Spring Championships","16:38.71","4/23/2016","1500 Freestyle LCM Female","ITA","Italy","Ponsele, Aurora","F","4/4/1992","60","1/1/1900 12:16:38 AM","","","","n/a","28","1500 Metres Freestyle Female LC","840","Riccione","ITA","N"
"LEN: European Championships","16:38.84","5/20/2016","1500 Freestyle LCM Female","FRA","France","Lesaffre, Fantine","F","11/10/1994","60","1/1/1900 12:16:38 AM","","","","n/a","29","1500 Metres Freestyle Female LC","840","London","GBR","N"
"Aristeia Meet","16:39.53","3/4/2016","1500 Freestyle LCM Female","GRE","Greece","Araouzou, Kalliopi","F","3/6/1991","60","1/1/1900 12:16:39 AM","","","","n/a","30","1500 Metres Freestyle Female LC","838","Thessaloniki","GRE","N"
"Meeting Open de la Mediterranee Circuit FFN - Gold","16:40.30","3/4/2016","1500 Freestyle LCM Female","FRA","France","Etienne, Ophelie","F","9/9/1990","60","1/1/1900 12:16:40 AM","","","","n/a","31","1500 Metres Freestyle Female LC","836","Marseille","FRA","N"
"Victorian Open","16:40.36","1/22/2016","1500 Freestyle LCM Female","AUS","Australia","Johnson, Moesha","F","9/19/1997","60","1/1/1900 12:16:40 AM","","","","n/a","32","1500 Metres Freestyle Female LC","836","Victorian","AUS","N"
"Scottish National Age Groups","16:40.50","3/30/2016","1500 Freestyle LCM Female","GBR","Great Britain","Huskisson, Danielle","F","3/27/1993","60","1/1/1900 12:16:40 AM","","","","n/a","33","1500 Metres Freestyle Female LC","836","Glasgow","GBR","N"
"National Portuguese Junior & Senior Championships","16:40.54","3/11/2016","1500 Freestyle LCM Female","POR","Portugal","Holub, Tamila Hryhorivna","F","5/15/1999","60","1/1/1900 12:16:40 AM","","","","n/a","34","1500 Metres Freestyle Female LC","835","Lisbon","POR","N"
"128. Deutsche Meisterschaften 2016","16:40.95","5/7/2016","1500 Freestyle LCM Female","GER","Germany","Boy, Lea","F","1/1/2000","60","1/1/1900 12:16:40 AM","","","","n/a","35","1500 Metres Freestyle Female LC","834","Berlin","GER","N"
"128. Deutsche Meisterschaften 2016","16:41.55","5/7/2016","1500 Freestyle LCM Female","GER","Germany","Spiwoks, Jeannette","F","1/1/1998","60","1/1/1900 12:16:41 AM","","","","n/a","36","1500 Metres Freestyle Female LC","833","Berlin","GER","N"
"National Spring Championships","16:41.81","4/23/2016","1500 Freestyle LCM Female","ITA","Italy","Pozzobon, Barbara","F","9/17/1993","60","1/1/1900 12:16:41 AM","","","","n/a","37","1500 Metres Freestyle Female LC","832","Riccione","ITA","N"
"2016 Australian Champs","16:42.03","4/10/2016","1500 Freestyle LCM Female","AUS","Australia","Gubecka, Chelsea","F","9/8/1998","60","1/1/1900 12:16:42 AM","","","","n/a","38","1500 Metres Freestyle Female LC","832","Adelaide","AUS","N"
"53rd Trofeo Sette Colli","16:42.53","6/24/2016","1500 Freestyle LCM Female","ITA","Italy","Bertotto, Francesca","F","8/26/1996","60","1/1/1900 12:16:42 AM","","","","n/a","39","1500 Metres Freestyle Female LC","831","Rome","ITA","N"
"National Spring Championships","16:42.69","4/23/2016","1500 Freestyle LCM Female","ITA","Italy","Tettamanzi, Alisia","F","2/8/1997","60","1/1/1900 12:16:42 AM","","","","n/a","40","1500 Metres Freestyle Female LC","830","Riccione","ITA","N"
"National Spring Championships","16:43.91","4/23/2016","1500 Freestyle LCM Female","ITA","Italy","Caramignoli, Martina Rita","F","5/25/1991","60","1/1/1900 12:16:43 AM","","","","n/a","41","1500 Metres Freestyle Female LC","827","Riccione","ITA","N"
"XLIII Campeonato Sudamericano","16:44.44","4/1/2016","1500 Freestyle LCM Female","ECU","Ecuador","Salinas, Samantha","F","9/30/1994","60","1/1/1900 12:16:44 AM","","","","n/a","42","1500 Metres Freestyle Female LC","826","Asuncion","PAR","N"
"Polish Championships","16:44.62","5/30/2016","1500 Freestyle LCM Female","POL","Poland","Burska, Justyna","F","4/7/1995","60","1/1/1900 12:16:44 AM","","","","n/a","43","1500 Metres Freestyle Female LC","825","Szczecin","POL","N"
"2016 Charlotte PSS","16:44.84","5/12/2016","1500 Freestyle LCM Female","USA","United States","Adams, Cammile","F","9/11/1991","60","1/1/1900 12:16:44 AM","","","","n/a","44","1500 Metres Freestyle Female LC","825","Charlotte","USA","N"
"Polish Championships","16:44.87","5/30/2016","1500 Freestyle LCM Female","POL","Poland","Zachoszcz, Joanna","F","1/1/1993","60","1/1/1900 12:16:44 AM","","","","n/a","45","1500 Metres Freestyle Female LC","825","Szczecin","POL","N"
"Hungarian Junior Swimming Championships","16:45.15","6/8/2016","1500 Freestyle LCM Female","HUN","Hungary","Kesely, Ajna","F","1/1/2001","60","1/1/1900 12:16:45 AM","","","","n/a","46","1500 Metres Freestyle Female LC","824","Hodmezovasarhely","HUN","N"
"128. Deutsche Meisterschaften 2016","16:45.77","5/7/2016","1500 Freestyle LCM Female","GER","Germany","Rieder, Celine","F","1/1/2001","60","1/1/1900 12:16:45 AM","","","","n/a","47","1500 Metres Freestyle Female LC","823","Berlin","GER","N"
"Open International Austrian European Qualifier","16:48.60","4/10/2016","1500 Freestyle LCM Female","CZE","Czech Republic","Elhenicka, Martina","F","10/10/1993","60","1/1/1900 12:16:48 AM","","","","n/a","48","1500 Metres Freestyle Female LC","816","Graz","AUT","N"
"2016 VA Speedo Champ. Series M","16:49.79","4/3/2016","1500 Freestyle LCM Female","USA","United States","Donohoe, Madelyn","F","11/16/2001","60","1/1/1900 12:16:49 AM","","","","n/a","49","1500 Metres Freestyle Female LC","813","Richmond","","N"
"Mexican Swimming Circuit","16:50.28","4/4/2016","1500 Freestyle LCM Female","MEX","Mexico","Macias Alba, Ayumi","F","1/1/1997","60","1/1/1900 12:16:50 AM","","","","n/a","50","1500 Metres Freestyle Female LC","812","Merida","MEX","N"
"LEN European Aquatics Champs","14:34.04","5/16/2016","1500 Freestyle LCM Male","ITA","Italy","Paltrinieri, Gregorio","M","9/5/1994","60","1/1/1900 12:14:34 AM","","","","""A""","1","1500 Metres Freestyle Male LC","1001","London","GBR","N"
"2016 Australian Champs","14:39.54","4/13/2016","1500 Freestyle LCM Male","AUS","Australia","Horton, Mack","M","4/25/1996","60","1/1/1900 12:14:39 AM","","","","""A""","2","1500 Metres Freestyle Male LC","983","Adelaide","AUS","N"
"National Spring Championships","14:46.48","4/19/2016","1500 Freestyle LCM Male","ITA","Italy","Detti, Gabriele","M","8/29/1994","60","1/1/1900 12:14:46 AM","","","","""A""","3","1500 Metres Freestyle Male LC","960","Riccione","ITA","N"
"U.S. Olympic Team Trials - Swimming","14:47.61","7/3/2016","1500 Freestyle LCM Male","USA","United States","Jaeger, Connor","M","4/30/1991","60","1/1/1900 12:14:47 AM","","","","""A""","4","1500 Metres Freestyle Male LC","956","Omaha, NE","USA","N"
"2016 Australian Champs","14:48.60","4/13/2016","1500 Freestyle LCM Male","AUS","Australia","McLoughlin, Jack","M","2/1/1995","60","1/1/1900 12:14:48 AM","","","","""A""","5","1500 Metres Freestyle Male LC","953","Adelaide","AUS","N"
"U.S. Olympic Team Trials - Swimming","14:49.19","7/3/2016","1500 Freestyle LCM Male","USA","United States","Wilimovsky, Jordan","M","4/22/1994","60","1/1/1900 12:14:49 AM","","","","""A""","6","1500 Metres Freestyle Male LC","951","Omaha, NE","USA","N"
"LEN European Aquatics Champs","14:50.33","5/16/2016","1500 Freestyle LCM Male","UKR","Ukraine","Romanchuk, Mykhailo","M","8/7/1996","60","1/1/1900 12:14:50 AM","","","","""A""","7","1500 Metres Freestyle Male LC","947","London","GBR","N"
"Swim Open Stockholm","14:53.77","3/31/2016","1500 Freestyle LCM Male","NOR","Norway","Christiansen, Henrik","M","10/9/1996","60","1/1/1900 12:14:53 AM","","","","""A""","8","1500 Metres Freestyle Male LC","936","Stockholm","SWE","N"
"Hungarian Swimming Championchip","14:54.55","4/15/2016","1500 Freestyle LCM Male","HUN","Hungary","Gyurta, Gergely","M","9/12/1991","60","1/1/1900 12:14:54 AM","","","","""A""","9","1500 Metres Freestyle Male LC","934","Gyor","HUN","N"
"British Championships 2016","14:55.23","4/16/2016","1500 Freestyle LCM Male","GBR","Great Britain","Shuttleworth, Timothy","M","4/24/1997","60","1/1/1900 12:14:55 AM","","","","""A""","10","1500 Metres Freestyle Male LC","932","Glasgow","GBR","N"
"German Championships","14:55.49","5/5/2016","1500 Freestyle LCM Male","GER","Germany","Wellbrock, Florian","M","1/1/1997","60","1/1/1900 12:14:55 AM","","","","""A""","11","1500 Metres Freestyle Male LC","931","Berlin","GER","N"
"Japan Swim 2016","14:57.12","4/10/2016","1500 Freestyle LCM Male","JPN","Japan","Yamamoto, Kohei","M","11/4/1991","60","1/1/1900 12:14:57 AM","","","","""A""","12","1500 Metres Freestyle Male LC","926","Tokyo","JPN","N"
"Meeting Open de la Mediterranee Circuit FFN - Gold","14:58.18","3/4/2016","1500 Freestyle LCM Male","FRA","France","Joly, Damien","M","6/4/1992","60","1/1/1900 12:14:58 AM","","","","""A""","13","1500 Metres Freestyle Male LC","923","Marseille","FRA","N"
"2016 CHN National Championships ","14:58.34","4/3/2016","1500 Freestyle LCM Male","CHN","China","Qiu, Ziao","M","8/30/1998","60","1/1/1900 12:14:58 AM","","","","""A""","14","1500 Metres Freestyle Male LC","922","Foshan","CHN","N"
"LEN European Aquatics Champs","14:58.62","5/16/2016","1500 Freestyle LCM Male","CZE","Czech Republic","Micka, Jan","M","1/15/1995","60","1/1/1900 12:14:58 AM","","","","""A""","15","1500 Metres Freestyle Male LC","921","London","GBR","N"
"British Championships 2016","14:59.10","4/16/2016","1500 Freestyle LCM Male","GBR","Great Britain","Milne, Stephen","M","4/29/1994","60","1/1/1900 12:14:59 AM","","","","""A""","16","1500 Metres Freestyle Male LC","920","Glasgow","GBR","N"
"LEN European Aquatics Champs","14:59.66","5/16/2016","1500 Freestyle LCM Male","POL","Poland","Wojdak, Wojciech","M","3/13/1996","60","1/1/1900 12:14:59 AM","","","","""A""","17","1500 Metres Freestyle Male LC","918","London","GBR","N"
"2016 Canadian Olympic Swimming Trials","15:00.75","4/9/2016","1500 Freestyle LCM Male","CAN","Canada","Cochrane, Ryan","M","10/29/1988","60","1/1/1900 12:15:00 AM","","","","""A""","18","1500 Metres Freestyle Male LC","915","Toronto","CAN","N"
"German Championships","15:01.18","5/5/2016","1500 Freestyle LCM Male","AUT","Austria","Auboeck, Felix","M","1/1/1996","60","1/1/1900 12:15:01 AM","","","","""A""","19","1500 Metres Freestyle Male LC","913","Berlin","GER","N"
"British Championships 2016","15:01.60","4/16/2016","1500 Freestyle LCM Male","GBR","Great Britain","Fogg, Daniel","M","8/24/1987","60","1/1/1900 12:15:01 AM","","","","""A""","20","1500 Metres Freestyle Male LC","912","Glasgow","GBR","N"
"Japan Swim 2016","15:02.25","4/10/2016","1500 Freestyle LCM Male","JPN","Japan","Hirai, Ayatsugu","M","5/20/1993","60","1/1/1900 12:15:02 AM","","","","""A""","21","1500 Metres Freestyle Male LC","910","Tokyo","JPN","N"
"LEN: European Championships","15:02.33","5/17/2016","1500 Freestyle LCM Male","UKR","Ukraine","Frolov, Sergii","M","4/14/1992","60","1/1/1900 12:15:02 AM","","","","""A""","22","1500 Metres Freestyle Male LC","910","London","GBR","N"
"Russian National Championships","15:03.61","4/16/2016","1500 Freestyle LCM Male","RUS","Russia","Potapov, Yaroslav","M","1/1/1999","60","1/1/1900 12:15:03 AM","","","","""A""","23","1500 Metres Freestyle Male LC","906","Moscow","RUS","N"
"Danish Open 2016","15:04.13","4/16/2016","1500 Freestyle LCM Male","FAR","Faroes Islands","Joensen, Pal","M","12/10/1990","60","1/1/1900 12:15:04 AM","","","","""A""","24","1500 Metres Freestyle Male LC","905","Copenhagen","DEN","N"
"German Championships","15:05.00","5/5/2016","1500 Freestyle LCM Male","GER","Germany","Zellmann, Poul","M","1/1/1995","60","1/1/1900 12:15:05 AM","","","","""A""","25","1500 Metres Freestyle Male LC","902","Berlin","GER","N"
"2016 ST TXLA 11&Over End of School Splash","15:05.97","5/22/2016","1500 Freestyle LCM Male","USA","United States","Smith, Clark","M","4/17/1995","60","1/1/1900 12:15:05 AM","","","","""A""","26","1500 Metres Freestyle Male LC","899","Austin","","N"
"German Championships","15:06.14","5/5/2016","1500 Freestyle LCM Male","GER","Germany","MEISSNER, Soren","M","2/12/1990","60","1/1/1900 12:15:06 AM","","","","""A""","27","1500 Metres Freestyle Male LC","899","Berlin","GER","N"
"128. Deutsche Meisterschaften 2016","15:06.14","5/5/2016","1500 Freestyle LCM Male","GER","Germany","Meissner, Soeren","M","12/2/1990","60","1/1/1900 12:15:06 AM","","","","""A""","27","1500 Metres Freestyle Male LC","899","Berlin","GER","N"
"Championnats de France Elite","15:06.31","3/29/2016","1500 Freestyle LCM Male","FRA","France","D'Oriano, Nicolas","M","5/5/1997","60","1/1/1900 12:15:06 AM","","","","""A""","29","1500 Metres Freestyle Male LC","898","Montpellier","FRA","N"
"128. Deutsche Meisterschaften 2016","15:06.40","5/5/2016","1500 Freestyle LCM Male","GER","Germany","Straub, Ruwen","M","1/1/1993","60","1/1/1900 12:15:06 AM","","","","""A""","30","1500 Metres Freestyle Male LC","898","Berlin","GER","N"
"U.S. Olympic Team Trials - Swimming","15:06.60","7/3/2016","1500 Freestyle LCM Male","USA","United States","McBroom, Michael","M","5/16/1991","60","1/1/1900 12:15:06 AM","","","","""A""","31","1500 Metres Freestyle Male LC","897","Omaha, NE","USA","N"
"LEN: European Championships","15:07.41","5/17/2016","1500 Freestyle LCM Male","FRA","France","Bouchaut, Joris","M","6/27/1995","60","1/1/1900 12:15:07 AM","","","","""A""","32","1500 Metres Freestyle Male LC","895","London","GBR","N"
"Danish Open 2016","15:07.70","4/16/2016","1500 Freestyle LCM Male","DEN","Denmark","Ipsen, Anton Oerskov","M","9/4/1994","60","1/1/1900 12:15:07 AM","","","","""A""","33","1500 Metres Freestyle Male LC","894","Copenhagen","DEN","N"
"LEN: European Championships","15:07.71","5/17/2016","1500 Freestyle LCM Male","ESP","Spain","Arroyo Perez, Antonio","M","5/9/1994","60","1/1/1900 12:15:07 AM","","","","""A""","34","1500 Metres Freestyle Male LC","894","London","GBR","N"
"Spanish Open National Championships ","15:08.01","3/19/2016","1500 Freestyle LCM Male","ESP","Spain","Castro Valle, Cesar","M","1/1/1999","60","1/1/1900 12:15:08 AM","","","","""A""","35","1500 Metres Freestyle Male LC","893","Sabadell","ESP","N"
"6th Dubai International Aquatic Championships","15:08.05","4/4/2016","1500 Freestyle LCM Male","EGY","Egypt","AKARAM, Ahmed","M","1/1/1996","60","1/1/1900 12:15:08 AM","","","","""A""","36","1500 Metres Freestyle Male LC","893","Dubai","UAE","N"
"Polish Championships","15:08.54","5/27/2016","1500 Freestyle LCM Male","POL","Poland","Sawrymowicz, Mateusz","M","4/22/1987","60","1/1/1900 12:15:08 AM","","","","""A""","37","1500 Metres Freestyle Male LC","891","Szczecin","POL","N"
"National Spring Championships","15:08.55","4/19/2016","1500 Freestyle LCM Male","ITA","Italy","Acerenza, Domenico","M","1/19/1995","60","1/1/1900 12:15:08 AM","","","","""A""","38","1500 Metres Freestyle Male LC","891","Riccione","ITA","N"
"XLIII Campeonato Sudamericano","15:08.57","4/3/2016","1500 Freestyle LCM Male","ECU","Ecuador","Enderica, Esteban","M","10/30/1990","60","1/1/1900 12:15:08 AM","","","","""A""","39","1500 Metres Freestyle Male LC","891","Asuncion","PAR","N"
"U.S. Olympic Team Trials - Swimming","15:09.04","7/2/2016","1500 Freestyle LCM Male","USA","United States","Ransford, PJ","M","9/8/1996","60","1/1/1900 12:15:09 AM","","","","""A""","40","1500 Metres Freestyle Male LC","890","Omaha, NE","USA","N"
"Spanish Open National Championships ","15:09.51","3/19/2016","1500 Freestyle LCM Male","ESP","Spain","Sanchez Torrens, Marc","M","11/6/1992","60","1/1/1900 12:15:09 AM","","","","""A""","41","1500 Metres Freestyle Male LC","889","Sabadell","ESP","N"
"Sa National Aquatic Championships","15:09.58","4/15/2016","1500 Freestyle LCM Male","RSA","South Africa","Meyer, Matthew","M","3/4/1998","60","1/1/1900 12:15:09 AM","","","","""A""","42","1500 Metres Freestyle Male LC","888","Durban","RSA","N"
"LEN: European Championships","15:09.69","5/17/2016","1500 Freestyle LCM Male","GBR","Great Britain","Jervis, Daniel","M","6/9/1996","60","1/1/1900 12:15:09 AM","","","","""A""","43","1500 Metres Freestyle Male LC","888","London","GBR","N"
"U.S. Olympic Team Trials - Swimming","15:09.70","7/3/2016","1500 Freestyle LCM Male","USA","United States","Wieser, Chris","M","12/19/1995","60","1/1/1900 12:15:09 AM","","","","""A""","44","1500 Metres Freestyle Male LC","888","Omaha, NE","USA","N"
"Japan Swim 2016","15:10.41","4/10/2016","1500 Freestyle LCM Male","JPN","Japan","Yoshida, Atsuya","M","2/23/1999","60","1/1/1900 12:15:10 AM","","","","""A""","45","1500 Metres Freestyle Male LC","886","Tokyo","JPN","N"
"2016 CHN National Championships ","15:10.86","4/3/2016","1500 Freestyle LCM Male","CHN","China","Wang, Zhou","M","2/27/1999","60","1/1/1900 12:15:10 AM","","","","""A""","46","1500 Metres Freestyle Male LC","885","Foshan","CHN","N"
"88th Dong-A Swimming Meet","15:10.95","4/25/2016","1500 Freestyle LCM Male","KOR","Korea","Park, Tae Hwan","M","9/27/1989","60","1/1/1900 12:15:10 AM","","","","""A""","47","1500 Metres Freestyle Male LC","884","Gwangju","KOR","N"
"Russian National Swimming Championships","15:10.96","4/23/2016","1500 Freestyle LCM Male","RUS","Russia","Druzhinin, Ilya","M","4/23/1998","60","1/1/1900 12:15:10 AM","","","","""A""","48","1500 Metres Freestyle Male LC","884","Moscow","RUS","N"
"LEN: European Championships","15:11.34","5/17/2016","1500 Freestyle LCM Male","HUN","Hungary","Rasovszky, Kristof","M","1/1/1997","60","1/1/1900 12:15:11 AM","","","","""A""","49","1500 Metres Freestyle Male LC","883","London","GBR","N"
" Argentine Open Swimming Championships","15:11.59","5/6/2016","1500 Freestyle LCM Male","ARG","Argentina","Carrizo, Martin","M","6/6/1991","60","1/1/1900 12:15:11 AM","","","","""A""","50","1500 Metres Freestyle Male LC","883","Buenos Aires","ARG","N"
"Open Championship of The Republic of Belarus  ","27.40","4/23/2016","50 Backstroke LCM Female","BLR","Belarus","Herasimenia, Aliaksandra","F","12/31/1985","65","1/1/1900 12:00:27 AM","","","","n/a","1","50 Metres Backstroke Female LC","963","Brest","BLR","N"
"Brisbane Sprint Champs","27.49","1/29/2016","50 Backstroke LCM Female","AUS","Australia","Atherton, Minna","F","5/17/2000","65","1/1/1900 12:00:27 AM","","","","n/a","2","50 Metres Backstroke Female LC","953","","","N"
"LEN European Aquatics Champs","27.57","5/16/2016","50 Backstroke LCM Female","GBR","Great Britain","Halsall, Fran","F","4/12/1990","65","1/1/1900 12:00:27 AM","","","","n/a","3","50 Metres Backstroke Female LC","945","London","GBR","N"
"53rd Trofeo Sette Colli","27.67","6/24/2016","50 Backstroke LCM Female","CAN","Canada","Masse, Kylie","F","1/18/1996","65","1/1/1900 12:00:27 AM","","","","n/a","4","50 Metres Backstroke Female LC","935","Rome","ITA","N"
"Mare Nostrum MONACO","27.69","6/5/2016","50 Backstroke LCM Female","RUS","Russia","Fesikova, Anastasia","F","5/8/1990","65","1/1/1900 12:00:27 AM","","","","n/a","5","50 Metres Backstroke Female LC","933","Montecarlo","MON","N"
"2016 Australian Champs","27.72","4/7/2016","50 Backstroke LCM Female","AUS","Australia","Seebohm, Emily","F","6/5/1992","65","1/1/1900 12:00:27 AM","","","","n/a","6","50 Metres Backstroke Female LC","930","Adelaide","AUS","N"
"LEN European Aquatics Champs","27.73","5/16/2016","50 Backstroke LCM Female","DEN","Denmark","Nielsen, Mie","F","9/25/1996","65","1/1/1900 12:00:27 AM","","","","n/a","7","50 Metres Backstroke Female LC","929","London","GBR","N"
"Mare Nostrum - Spanish Grand Prix","27.84","6/12/2016","50 Backstroke LCM Female","GBR","Great Britain","Davies, Georgia","F","10/11/1990","65","1/1/1900 12:00:27 AM","","","","n/a","8","50 Metres Backstroke Female LC","918","Barcelona","ESP","N"
"Swim Cup Eindhoven 2016","27.85","4/10/2016","50 Backstroke LCM Female","NED","Netherlands","De Waard, Maaike","F","10/11/1996","65","1/1/1900 12:00:27 AM","","","","n/a","9","50 Metres Backstroke Female LC","917","Eindhoven","NED","N"
"2016 Australian Champs","27.90","4/7/2016","50 Backstroke LCM Female","AUS","Australia","Barratt, Holly","F","1/1/1988","65","1/1/1900 12:00:27 AM","","","","n/a","10","50 Metres Backstroke Female LC","912","Adelaide","AUS","N"
"2016 NZ Open Championships","27.97","3/29/2016","50 Backstroke LCM Female","NZL","New Zealand","Fa'amausili, Gabrielle","F","10/17/1999","65","1/1/1900 12:00:27 AM","","","","n/a","11","50 Metres Backstroke Female LC","905","Auckland","NZL","N"
"LEN: European Championships","28.00","5/21/2016","50 Backstroke LCM Female","GRE","Greece","Drakou, Theodora","F","2/6/1992","65","1/1/1900 12:00:28 AM","","","","n/a","12","50 Metres Backstroke Female LC","902","London","GBR","N"
"2016 Charlotte PSS","28.03","5/13/2016","50 Backstroke LCM Female","USA","United States","Deloof, Ali","F","8/14/1994","65","1/1/1900 12:00:28 AM","","","","n/a","13","50 Metres Backstroke Female LC","899","Charlotte","USA","N"
"Meeting International de Canet-en-Roussillon","28.07","6/8/2016","50 Backstroke LCM Female","HUN","Hungary","Hosszu, Katinka","F","5/3/1989","65","1/1/1900 12:00:28 AM","","","","n/a","14","50 Metres Backstroke Female LC","895","Canet-en-Roussillon","FRA","N"
"2016 Australian Champs","28.10","4/7/2016","50 Backstroke LCM Female","AUS","Australia","Mckeown, Kaylee","F","7/12/2001","65","1/1/1900 12:00:28 AM","","","","n/a","15","50 Metres Backstroke Female LC","893","Adelaide","AUS","N"
"2016 Konami Open","28.11","2/19/2016","50 Backstroke LCM Female","JPN","Japan","Moronuki, Emi","F","10/22/1992","65","1/1/1900 12:00:28 AM","","","","n/a","16","50 Metres Backstroke Female LC","892","Tokyo","JPN","N"
"XLIII Campeonato Sudamericano","28.11","4/2/2016","50 Backstroke LCM Female","ARG","Argentina","Berrino, Andrea","F","2/14/1994","65","1/1/1900 12:00:28 AM","","","","n/a","16","50 Metres Backstroke Female LC","892","Asuncion","PAR","N"
"18th Luxembourg Euro-Meet 2016","28.12","1/31/2016","50 Backstroke LCM Female","ESP","Spain","Peris Minguet, Mercedes","F","1/5/1985","65","1/1/1900 12:00:28 AM","","","","n/a","18","50 Metres Backstroke Female LC","891","Luxembourg","LUX","N"
"LEN: European Championships","28.15","5/21/2016","50 Backstroke LCM Female","FIN","Finland","Jallow, Mimosa","F","6/17/1994","65","1/1/1900 12:00:28 AM","","","","n/a","19","50 Metres Backstroke Female LC","888","London","GBR","N"
"Victorian Open","28.17","1/22/2016","50 Backstroke LCM Female","AUS","Australia","Wilson, Madison","F","5/31/1994","65","1/1/1900 12:00:28 AM","","","","n/a","20","50 Metres Backstroke Female LC","886","Victorian","AUS","N"
"XLIII Campeonato Sudamericano","28.17","4/2/2016","50 Backstroke LCM Female","BRA","Brazil","Medeiros, Etiene","F","5/24/1991","65","1/1/1900 12:00:28 AM","","","","n/a","20","50 Metres Backstroke Female LC","886","Asuncion","PAR","N"
